,Phylum,Class,Order,Family,Genus,Species,scientificName,BU1_Fall_100m_2023,BU1_Fall_10m_2023,BU1_Fall_bottom_2023,BU1_Fall_Surface_2023,BU1_Spring_100m_2023,BU1_Spring_10m_2023,BU1_Spring_bottom_2023,BU1_Spring_Surface_2023,BU1_Summer_100m_2023,BU1_Summer_10m_2023,BU1_Summer_bottom_2023,BU1_Summer_Surface_2023,BU1_Winter_100m_2023,BU1_Winter_10m_2023,BU1_Winter_bottom_2023,BU1_Winter_Surface_2023,BU4_Fall_100m_2023,BU4_Fall_10m_2023,BU4_Fall_bottom_2023,BU4_Fall_Surface_2023,BU4_Spring_100m_2023,BU4_Spring_10m_2023,BU4_Spring_bottom_2023,BU4_Spring_Surface_2023,BU4_Summer_10m_2023,BU4_Summer_bottom_2023,BU4_Summer_Surface_2023,BU4_Winter_100m_2023,BU4_Winter_10m_2023,BU4_Winter_bottom_2023,BU4_Winter_Surface_2023,BU7_Fall_100m_2023,BU7_Fall_10m_2023,BU7_Fall_bottom_2023,BU7_Spring_100m_2023,BU7_Spring_10m_2023,BU7_Spring_bottom_2023,BU7_Spring_Surface_2023,BU7_Summer_100m_2023,BU7_Summer_10m_2023,BU7_Summer_bottom_2023,BU7_Winter_100m_2023,BU7_Winter_10m_2023,BU7_Winter_bottom_2023,BU7_Winter_Surface_2023,DFO1_Fall_100m_2023,DFO1_Fall_10m_2023,DFO1_Fall_bottom_2023,DFO1_Fall_Surface_2023,DFO1_Spring_100m_2023,DFO1_Spring_10m_2023,DFO1_Spring_bottom_2023,DFO1_Spring_Surface_2023,DFO1_Summer_100m_2023,DFO1_Summer_10m_2023,DFO1_Summer_Surface_2023,DFO1_Winter_100m_2023,DFO1_Winter_10m_2023,DFO1_Winter_bottom_2023,DFO1_Winter_Surface_2023,DFO2_Fall_10m_2023,DFO2_Fall_bottom_2023,DFO2_Fall_Surface_2023,DFO2_Spring_100m_2023,DFO2_Spring_10m_2023,DFO2_Spring_bottom_2023,DFO2_Spring_Surface_2023,DFO2_Summer_10m_2023,DFO2_Summer_Surface_2023,DFO2_Winter_100m_2023,DFO2_Winter_10m_2023,DFO2_Winter_bottom_2023,DFO2_Winter_Surface_2023,DFO4_Fall_100m_2023,DFO4_Fall_10m_2023,DFO4_Fall_bottom_2023,DFO4_Fall_Surface_2023,DFO4_Spring_100m_2023,DFO4_Spring_10m_2023,DFO4_Spring_bottom_2023,DFO4_Spring_Surface_2023,DFO4_Summer_100m_2023,DFO4_Summer_10m_2023,DFO4_Summer_bottom_2023,DFO4_Winter_10m_2023,DFO4_Winter_Surface_2023,HS01_Fall_100m_2023,HS01_Fall_10m_2023,HS01_Fall_bottom_2023,HS01_Fall_Surface_2023,HS01_Spring_100m_2023,HS01_Spring_10m_2023,HS01_Spring_bottom_2023,HS01_Spring_Surface_2023,HS01_Summer_100m_2023,HS01_Summer_10m_2023,HS01_Summer_bottom_2023,HS01_Summer_Surface_2023,HS01_Winter_100m_2023,HS01_Winter_10m_2023,HS01_Winter_bottom_2023,HS01_Winter_Surface_2023,HS02_Fall_100m_2023,HS02_Fall_10m_2023,HS02_Fall_bottom_2023,HS02_Fall_Surface_2023,HS02_Spring_100m_2023,HS02_Spring_10m_2023,HS02_Spring_bottom_2023,HS02_Spring_Surface_2023,HS02_Summer_bottom_2023,HS02_Summer_Surface_2023,HS02_Winter_100m_2023,HS02_Winter_10m_2023,HS02_Winter_bottom_2023,HS02_Winter_Surface_2023,HS03_Fall_100m_2023,HS03_Fall_10m_2023,HS03_Fall_bottom_2023,HS03_Fall_Surface_2023,HS03_Spring_100m_2023,HS03_Spring_10m_2023,HS03_Spring_bottom_2023,HS03_Spring_Surface_2023,HS03_Summer_100m_2023,HS03_Summer_bottom_2023,HS03_Summer_Surface_2023,HS03_Winter_100m_2023,HS03_Winter_10m_2023,HS03_Winter_bottom_2023,HS03_Winter_Surface_2023,HSGLASSR1_Fall_100m_2023,HSGLASSR1_Fall_10m_2023,HSGLASSR1_Fall_bottom_2023,HSGLASSR1_Spring_100m_2023,HSGLASSR1_Spring_10m_2023,HSGLASSR1_Spring_bottom_2023,HSGLASSR1_Spring_Surface_2023,HSGLASSR1_Summer_100m_2023,HSGLASSR1_Summer_bottom_2023,HSGLASSR1_Summer_Surface_2023,HSPLANT_Fall_Surface_2023,HSPLANT_Spring_Surface_2023,HSPLANT_Summer_10m_2023,HSPLANT_Summer_Surface_2023,IA01_Fall_100m_2023,IA01_Fall_10m_2023,IA01_Fall_bottom_2023,IA01_Fall_Surface_2023,IA01_Spring_100m_2023,IA01_Spring_10m_2023,IA01_Spring_bottom_2023,IA01_Spring_Surface_2023,IA01_Summer_100m_2023,IA01_Summer_10m_2023,IA01_Summer_bottom_2023,IA01_Summer_Surface_2023,IA01_Winter_100m_2023,IA01_Winter_10m_2023,IA01_Winter_bottom_2023,IA01_Winter_Surface_2023,IA02_Fall_100m_2023,IA02_Fall_10m_2023,IA02_Fall_bottom_2023,IA02_Fall_Surface_2023,IA02_Spring_100m_2023,IA02_Spring_10m_2023,IA02_Spring_bottom_2023,IA02_Spring_Surface_2023,IA02_Summer_100m_2023,IA02_Summer_10m_2023,IA02_Summer_bottom_2023,IA02_Summer_Surface_2023,IA02_Winter_100m_2023,IA02_Winter_10m_2023,IA02_Winter_bottom_2023,IA02_Winter_Surface_2023,IA03_Fall_100m_2023,IA03_Fall_10m_2023,IA03_Fall_bottom_2023,IA03_Fall_Surface_2023,IA03_Spring_100m_2023,IA03_Spring_10m_2023,IA03_Spring_bottom_2023,IA03_Spring_Surface_2023,IA03_Summer_100m_2023,IA03_Summer_10m_2023,IA03_Summer_bottom_2023,IA03_Summer_Surface_2023,IA03_Winter_100m_2023,IA03_Winter_10m_2023,IA03_Winter_bottom_2023,IA03_Winter_Surface_2023,TO2A_Fall_100m_2023,TO2A_Fall_10m_2023,TO2A_Fall_bottom_2023,TO2A_Fall_Surface_2023,TO2A_Spring_100m_2023,TO2A_Spring_10m_2023,TO2A_Spring_bottom_2023,TO2A_Spring_Surface_2023,TO2A_Summer_100m_2023,TO2A_Summer_10m_2023,TO2A_Summer_Surface_2023,TO2A_Winter_100m_2023,TO2A_Winter_10m_2023,TO2A_Winter_bottom_2023,TO2A_Winter_Surface_2023,TO3A_Fall_100m_2023,TO3A_Fall_10m_2023,TO3A_Fall_bottom_2023,TO3A_Fall_Surface_2023,TO3A_Spring_100m_2023,TO3A_Spring_10m_2023,TO3A_Spring_bottom_2023,TO3A_Spring_Surface_2023,TO3A_Summer_10m_2023,TO3A_Summer_bottom_2023,TO3A_Summer_Surface_2023,TO3A_Winter_100m_2023,TO3A_Winter_10m_2023,TO3A_Winter_bottom_2023,TO3A_Winter_Surface_2023,TO4A_Fall_100m_2023,TO4A_Fall_10m_2023,TO4A_Fall_bottom_2023,TO4A_Fall_Surface_2023,TO4A_Spring_100m_2023,TO4A_Spring_10m_2023,TO4A_Spring_bottom_2023,TO4A_Spring_Surface_2023,TO4A_Summer_100m_2023,TO4A_Summer_10m_2023,TO4A_Summer_bottom_2023,TO4A_Summer_Surface_2023,TO4A_Winter_100m_2023,TO4A_Winter_10m_2023,TO4A_Winter_bottom_2023,TO4A_Winter_Surface_2023
43,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,theta,Diaphus theta,0,0,0,0,0.564817668,0,0.040814574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001663429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061421281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,laevis,Dipturus laevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Chordata,Actinopteri,Ovalentaria,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.011183385,0,0,0,0,0,0,0.003099191,0.000501714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238729497,0.194687252,0.005883012,0.031419286,0.434965546,0,0,0,0,0,0,0,0,0,0,0,0,0.04259247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318744478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001240668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,mordax,Engraulis mordax,0.000189347,0,0.000906418,0,0,0.00601109,0,0,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0.000982408,0,0.000837383,0,0,0,0,0,0,0,0,0,0,3.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0,0.000503087,0,0.00019669,0.000267165,0.000177908,1.98E-05,0,0,0,0,0,0,0,0,0.000999555,0.001462024,0,0,0,0,0,0,0,0,0,0,0,0.001043293,0,0,0,0.000283538,0,0,0,0,0,0.07898057,0,0,0.205001333,0.033651322,0.002383802,0.026080901,0,0,4.71E-05,0.051147925,0.169485728,2.53E-05,0.03443389,0.031404314,0,0,0,0,0.000465491,0.606836196,0.002562332,0.002854389,1,0,0,0.572633166,0,0.096994903,0.506083593,0.000943999,0.003314701,0.045801922,0,0.90631326,0.752438033,0.537424874,0.331608167,0.284395783,0.74190059,0,0.169117113,8.20E-05,0.116567587,0,0.000485528,0,0.934735338,0.676819127,0.949024307,0.162745609,0,0,9.11E-05,0,0,4.02E-05,0,0.000223111,0.318019803,0.024297332,0.052180649,0.001741451,0,0.000170246,0.046744679,0.000488895,0.441041358,0.000398909,0.001313824,0.156036829,0,0,0,0.000146004,8.90E-05,4.94E-05,0,0.000571476,0.000145527,1.68E-05,0.000779586,5.00E-05,0.368656455,0.293564954,0.411200897,0.205361388,0.211984604,0.079253258,0.032483926,0.000423844,0.000132532,3.96E-05,0.016167967,5.53E-05,5.67E-05,0,0.014580514,0,0.411178381,0.00032221,0.253927072,0.256533014,0.040003663,0,0.013786822,0.186303415,0,0,0.036192057,7.62E-05,0,0,0,0,0.764538642,0.635779073,0.548972152,0,0,0.061082966,0.000153144,0.108198399,0.000497271,0.03147998,0,0,0,0,0.845032801,0.961539626,0.175522255,0,0,0,0.031083191,0.000241833,0,0,0.031084864,0.012022577,0,0,0.014084113,0,0,0,0,0.00012499,0,0,0
47,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Enophrys,bison,Enophrys bison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942601,0.000667706,0,0.863744498,0,0,0,0,0,0,0,0,0,0,0,0.000681165,0,0,0,0,0.318483576,0,0,0,0.163227842,0,0,0,0,0.41486317,0,0,0,0,0,0,0,0,0,0,0,0,0.000140187,0,0,0,0,0,0,0,0,0,0,0,0.00060892,0,0,0,0,0,0.000523907,0,0.00132573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001367874,0,0.433210991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35854389,0,0,0,0,0,0,0,0,0,0,0,0.000717118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.001223544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207539,0,0
48,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Eopsetta,grigorjewi,Eopsetta grigorjewi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Chordata,Actinopteri,Esociformes,Esocidae,Esox,lucius,Esox lucius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,chalcogrammus,Gadus chalcogrammus,0,0,0,0,0,0.000337777,0.059625496,0,0,0,0,0,5.69E-05,0,0.000670004,0,0,0,0,0,0.000704607,0.001256369,3.33E-05,0,0,0,0,2.39E-05,0,3.47E-05,0,2.68E-05,0,0,0.000299432,0,0.021516957,0,0,0,0.682581566,8.36E-05,1.39E-05,0.000315411,7.60E-05,0,0,0.365283642,0,0.000215604,0,0.000743022,0.00016105,3.58E-05,7.55E-05,0,0.247974809,0.217829808,0.306160757,0.000428462,0,0,0,0.003038783,0.004398067,0.664608005,1.40E-05,0,0,7.80E-05,0.000453974,0.713728607,0.066992417,0,0,0.152602825,0,0.063644163,0,0.149971679,0.000321488,0,0,0,0.000183464,0.000276297,0,0,0,0,0.004707195,0.00013521,0.016816039,0.060458637,0,0,0,0,0.005522254,0,0.038880491,9.23E-05,0,0,0,0,0.034150553,0,0,0.006180541,0,0,0.000125681,0,0.000105602,0,0,0,0,0,0,0.000643672,0,0.000810618,9.74E-05,0.209000442,0,0.848539135,0.000435118,0.236893128,0.000104337,0,0,0,0,0.000589937,0,0.000142068,0,0.241876841,0,0.0002351,0.071603331,0,0,0.093493629,0,0,0,0.014910369,0,6.20E-05,0.008143723,0,0,0,0,0.474868811,0.000868894,0.243044489,0.117771209,0.130881557,0.074808129,0.116450229,0,0,0,0.000508123,0.000170948,0,0,0,0,0.088942964,0,0.14367704,0,0.386382532,0,0,0,4.23E-05,0.000126352,0.195654498,0.000138511,0,0,0.000246238,0,0.091700063,0,0.064959774,0.000112645,0,5.52E-05,0,0,0.000309853,0.000540867,0.002339959,0.09619987,0,0,2.26E-05,0.000114293,5.22E-05,1,0,0,0,0,0,0.001452895,0.001281435,0.002588641,0.008602264,0,0,0,0.000170351,0.00121148,0.000180216,0.018309586,0,0,1.58E-05,1.77E-05,0,0,0.00632028,0.007717865,0,0,0,0,0.000327762,5.03E-05,0.50041428,0
51,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,ogac,Gadus ogac,0,0,0,0,0,0,0.04166336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009521599,0,0,0,0,0,0,0.00189947,0,0,0,0,0,0,0,0,0,0,0.020006819,0,0,0,0,0,0,0.0079698,0,0,0,0,0,0.00440347,0.00198489,0,0,0,0,0,0,0.001472062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204913,0,0,0,0,0,0,0,0,0,0,0,0,0.001523824,0,0.003596797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002346979,0,0.002088113,0,0.002122395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001690491,0,0.003734075,0,0,1,0,0,0.00110747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027866048,0,0,0,0,0,0.0090743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005788029,0
52,Chordata,Actinopteri,Scorpaeniformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus,3.06E-05,6.47E-05,0,0.000559577,0.034626111,0,0,0,0,0,0,0,5.44E-05,0.508721934,0.000109655,0,0,0.456529202,0,0.001923098,0,0,0,0,0,0,0,0.000169819,0,0,0.000255461,0,0,0,0.01784069,0,0.915794691,0,0,0,0,0,0,4.57E-05,0,0,0,3.38E-05,0.088707782,0,0,0,0.007099668,0,0.000191611,0,0,0,0,0,0,0,0.017384082,0.008668678,0,0,0.014042068,0,0,0,0,0,0,0,0,0,0.017844236,0.047193441,0,0,0.004762779,0,0,0,0,0.020298205,0,0.291251107,0.000174734,0.038508517,0.085894412,0.188785437,0,0,0,0,0,0,0.00014772,0.277650356,0,0.026808847,0.000210608,0.07617547,0.00032793,0.013143787,0,0.443431822,0.137008122,0,6.84E-05,0.05228826,0.304050363,0.274372361,4.12E-05,0.008974258,0,0.133160042,0,0.14374058,0.025958931,0.032121351,0,0.125357406,0,0.047492132,0.036642483,0,0.009432457,0.000105995,0.117067687,0,0.117595659,0.006281325,0,0.052134037,0.059390988,0.082624623,1,0,0.212178057,0.01610273,0,0,0.097732743,0,0,0,0.022548862,0,0,0,0.063991,0,0,0,0.002220054,6.26E-05,0,0,0,0,0.106620746,0,0.012146631,0,0,0,0,0,0,0,8.18E-05,0,0,0,0.058979847,0,0,0.000102445,0.011836558,0.059784996,0.067036197,0.044102028,0.014254854,0,0,0,0,0,0,0,0.041822058,0,0,0,1.48E-05,0.00128795,0.602883155,0.011517535,0.560420068,0,0,0.034711658,0.000128861,0,0.000169425,0,0.000136076,0,6.03E-05,0.05373879,0,0,0,0.533912874,0.173996684,0,0.10583151,0.00016051,0.00023793,0,0.486768687,0,0,0,0.04227439,0.273952968,0.009293974,0,0.495072122,0,0,0,7.01E-05,0,0.000371774,0,0.225399578
53,Chordata,Actinopteri,Scorpaeniformes,Gasterosteidae,Gasterosteus,nipponicus,Gasterosteus nipponicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255629713,0.180194334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084664716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Gobio,macrocephalus,Gobio macrocephalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Hemilepidotus,hemilepidotus,Hemilepidotus hemilepidotus,0,0,0,0,0,0,0,0,0,0,0,0,0.000282125,0,0,0,0,0,0.002041742,0.13485662,0,0,0,0,0,0,0,0.000287748,0,0,0,0,3.69E-05,0,0,0,0,0,0,0,0,0,0,0.00016947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718333636,0,0,0,0,0,0,1,0,0.001121063,0,0,0.000575622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745643105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02898739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Chordata,Actinopteri,Scorpaeniformes,Agonidae,Hemitripterus,bolini,Hemitripterus bolini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Chordata,Actinopteri,Scorpaeniformes,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0,0,0,0,0.013448999,0.004492181,0,0,0,0,0,0,6.95E-05,0.00022641,0.000793326,0,0,0,0,0,0.000882143,0.001424642,0.002779287,0,0,0,0,0.00024165,1,1.54E-05,2.23E-05,0,0,0,0,0,0.014307975,0,0,0,0,3.34E-05,4.98E-05,8.09E-05,0,0,0,0,0,4.92E-05,0.8110619,0,0.000399811,0,0,0,0.000615394,0.000393449,0.000373017,0.000227929,0,0,0,0.000709143,0,0.005646524,7.47E-05,0,0,8.30E-05,0,0.000136834,0,0,0,0,0,0.022881242,0.00066919,0.00258677,0,0,0,0,0,0,0,0,0,0,0.001573081,0,0.076596965,0.235914977,0,0,0,0,0,0,0,0,0,0,0,0,0.006560333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623271,0.001158922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010914518,0,0.006822305,0,0,0,0,0,0,0,7.30E-05,0,0,0,0,0,0,0.020041328,0,0.002983579,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000980057,0,0,0,0,0,0,0,0,6.98E-05,2.35E-05,0,0,0,0,0.004283823,0.000595078,0.000666632,0,0,2.48E-05,0,7.28E-05,0,6.16E-05,0.000124785,0,0,0,0,0.005075641,0,0.08159947,0,0,0,0,0,7.47E-05,5.73E-05,2.02E-05,0.000149316
