,Project,Survey,Work_Area,Organization,Year,Month,Day,Hakai.ID,Date,Depth,Location.ID,Site_ID,Lat,Long,Season,Feature,Site_ID_Depth_Season,Site_ID_Depth_Date,CTD_depth,Conductivity,Temperature,Pressure,PAR,Fluorometry,Turbidity,Dissolved_O2,Salinity,Depth_feature,Label,Line_Out_Depth
361,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA362,2023-11-14,0,Howe_Sound,HS01,49.6146,-123.2376,Fall,Surface,HS01_Fall_Surface_2023,HS01_Surface_14.11.2023,2,29.94741,10.0469,2,225.67,2.2012,NA,5.3669,26.8152,top_10m,,
153,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA145,2023-02-15,100,Howe_Sound,HS02,49.5435,-123.2752,Winter,100m,HS02_Winter_100m_2023,HS02_100m_15.2.2023,100,32.311067,8.2831,100,1.00E-12,1.1682,NA,4.2956,30.5493,100m,HS02_100m_1,100
275,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA275,2023-05-09,100,Howe_Sound,HS02,49.5435,-123.2752,Spring,100m,HS02_Spring_100m_2023,HS02_100m_9.5.2023,100,32.103327,8.166,100,1.00E-12,1.0798,NA,4.3924,30.4332,100m,HS02_100m_1,100
448,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA456,2023-08-09,100,Howe_Sound,HS02,49.5435,-123.2752,Summer,100m,HS02_Summer_100m_2023,HS02_100m_9.8.2023,100,33.376287,9.6602,100,1.00E-12,0.988,NA,3.5325,30.4656,100m,,100
375,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA376,2023-11-14,100,Howe_Sound,HS02,49.5435,-123.2752,Fall,100m,HS02_Fall_100m_2023,HS02_100m_14.11.2023,100,34.27352,10.2061,100,0,1.0372,NA,2.7601,30.905,100m,,
151,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA143,2023-02-15,10,Howe_Sound,HS02,49.5435,-123.2752,Winter,10m,HS02_Winter_10m_2023,HS02_10m_15.2.2023,10,30.614551,7.6758,10,37.8,2.5765,NA,5.0604,29.3212,top_10m,HS02_10m_1,10
273,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA273,2023-05-09,10,Howe_Sound,HS02,49.5435,-123.2752,Spring,10m,HS02_Spring_10m_2023,HS02_10m_9.5.2023,10,30.779513,9.3156,10,1.00E-12,2.3048,NA,6.7148,28.1573,top_10m,HS02_10m_1,10
446,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA454,2023-08-09,10,Howe_Sound,HS02,49.5435,-123.2752,Summer,10m,HS02_Summer_10m_2023,HS02_10m_9.8.2023,10,33.012998,11.9182,10,2.74E+00,8.7383,NA,4.6099,28.334,top_10m,,10
373,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA374,2023-11-14,10,Howe_Sound,HS02,49.5435,-123.2752,Fall,10m,HS02_Fall_10m_2023,HS02_10m_14.11.2023,10,30.09626,10.0028,10,17.496,1.804,NA,4.8743,26.9485,top_10m,,
156,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA148,2023-02-15,170,Howe_Sound,HS02,49.5435,-123.2752,Winter,bottom,HS02_Winter_bottom_2023,HS02_bottom_15.2.2023,173,33.093751,8.8287,173,1.00E-12,1.1047,NA,3.1777,30.8588,bottom,HS02_bottom_1,170
278,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA278,2023-05-09,160,Howe_Sound,HS02,49.5435,-123.2752,Spring,bottom,HS02_Spring_bottom_2023,HS02_bottom_9.5.2023,159,32.15037,7.9821,159,1.00E-12,1.2328,NA,4.6016,30.617,bottom,HS02_bottom_1,160
451,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA459,2023-08-09,155,Howe_Sound,HS02,49.5435,-123.2752,Summer,bottom,HS02_Summer_bottom_2023,HS02_bottom_9.8.2023,155,32.917082,8.9149,155,1.00E-12,0.9753,NA,3.6395,30.6096,bottom,,155
378,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA379,2023-11-14,150,Howe_Sound,HS02,49.5435,-123.2752,Fall,bottom,HS02_Fall_bottom_2023,HS02_bottom_14.11.2023,150,34.12134,9.8543,150,0,1.0378,NA,2.6689,31.0321,bottom,,
149,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA141,2023-02-15,0,Howe_Sound,HS02,49.5435,-123.2752,Winter,Surface,HS02_Winter_Surface_2023,HS02_Surface_15.2.2023,2,23.006987,6.1182,2,167,2.6089,NA,6.7773,22.4109,top_10m,HS02_surface_1,0
271,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA271,2023-05-09,0,Howe_Sound,HS02,49.5435,-123.2752,Spring,Surface,HS02_Spring_Surface_2023,HS02_Surface_9.5.2023,2,18.341188,12.3107,2,1.00E-12,2.4838,NA,8.046,14.7406,top_10m,HS02_surface_1,0
444,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA452,2023-08-09,0,Howe_Sound,HS02,49.5435,-123.2752,Summer,Surface,HS02_Summer_Surface_2023,HS02_Surface_9.8.2023,2,20.520749,20.1414,2,2.56E+02,3.3051,NA,7.9309,13.6573,top_10m,,0
371,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA372,2023-11-14,0,Howe_Sound,HS02,49.5435,-123.2752,Fall,Surface,HS02_Fall_Surface_2023,HS02_Surface_14.11.2023,2,21.1314,8.6144,2,251.99001,3.0056,NA,6.2512,19.0022,top_10m,,
163,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA155,2023-02-15,100,Howe_Sound,HS03,49.4007,-123.292,Winter,100m,HS03_Winter_100m_2023,HS03_100m_15.2.2023,100,32.293899,8.275,100,1.00E-12,1.1663,NA,4.3676,30.5384,100m,HS03_100m_1,100
285,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA285,2023-05-09,100,Howe_Sound,HS03,49.4007,-123.292,Spring,100m,HS03_Spring_100m_2023,HS03_100m_9.5.2023,100,31.900573,7.9569,100,1.00E-12,1.0808,NA,5.0089,30.4011,100m,HS03_100m_1,100
458,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA466,2023-08-09,100,Howe_Sound,HS03,49.4007,-123.292,Summer,100m,HS03_Summer_100m_2023,HS03_100m_9.8.2023,100,33.844873,10.1209,100,1.00E-12,1.006,NA,3.4885,30.5481,100m,,100
385,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA386,2023-11-14,100,Howe_Sound,HS03,49.4007,-123.292,Fall,100m,HS03_Fall_100m_2023,HS03_100m_14.11.2023,100,34.47426,10.3847,100,0,1.0507,NA,3.1001,30.9534,100m,,
161,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA153,2023-02-15,10,Howe_Sound,HS03,49.4007,-123.292,Winter,10m,HS03_Winter_10m_2023,HS03_10m_15.2.2023,10,31.34573,7.9614,10,92.1,1.6505,NA,4.7862,29.8512,top_10m,HS03_10m_1,10
283,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA283,2023-05-09,10,Howe_Sound,HS03,49.4007,-123.292,Spring,10m,HS03_Spring_10m_2023,HS03_10m_9.5.2023,10,30.420713,9.7741,10,1.00E-12,2.1217,NA,7.5337,27.4425,top_10m,HS03_10m_1,10
456,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA464,2023-08-09,10,Howe_Sound,HS03,49.4007,-123.292,Summer,10m,HS03_Summer_10m_2023,HS03_10m_9.8.2023,10,34.527429,15.117,10,9.96E+00,8.5336,NA,4.5438,27.3886,top_10m,,10
383,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA384,2023-11-14,10,Howe_Sound,HS03,49.4007,-123.292,Fall,10m,HS03_Fall_10m_2023,HS03_10m_14.11.2023,10,30.97809,10.0205,10,19.584,1.8585,NA,4.6482,27.8081,top_10m,,
166,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA158,2023-02-15,240,Howe_Sound,HS03,49.4007,-123.292,Winter,bottom,HS03_Winter_bottom_2023,HS03_bottom_15.2.2023,243,33.278056,8.9263,243,1.00E-12,2.404,NA,2.7224,30.9345,bottom,HS03_bottom_1,240
288,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA288,2023-05-09,235,Howe_Sound,HS03,49.4007,-123.292,Spring,bottom,HS03_Spring_bottom_2023,HS03_bottom_9.5.2023,229,32.499283,8.1331,229,1.00E-12,1.1072,NA,4.138,30.8219,bottom,HS03_bottom_1,235
461,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA469,2023-08-09,235,Howe_Sound,HS03,49.4007,-123.292,Summer,bottom,HS03_Summer_bottom_2023,HS03_bottom_9.8.2023,235,33.528727,9.1559,235,1.00E-12,1.0115,NA,3.1908,30.9965,bottom,,236
388,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA389,2023-11-14,248,Howe_Sound,HS03,49.4007,-123.292,Fall,bottom,HS03_Fall_bottom_2023,HS03_bottom_14.11.2023,240,34.61436,10.1024,240,0,1.0801,NA,2.8942,31.2773,bottom,,
159,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA151,2023-02-15,0,Howe_Sound,HS03,49.4007,-123.292,Winter,Surface,HS03_Winter_Surface_2023,HS03_Surface_15.2.2023,2,26.739808,6.599,2,273,1.8968,NA,6.3466,26.0615,top_10m,HS03_surface_1,0
281,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA281,2023-05-09,0,Howe_Sound,HS03,49.4007,-123.292,Spring,Surface,HS03_Spring_Surface_2023,HS03_Surface_9.5.2023,2,21.116774,13.5203,2,1.00E-12,6.6161,NA,8.3004,16.6217,top_10m,HS03_surface_1,0
454,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA462,2023-08-09,0,Howe_Sound,HS03,49.4007,-123.292,Summer,Surface,HS03_Summer_Surface_2023,HS03_Surface_9.8.2023,2,25.587214,20.8418,2,1.91E+02,2.8829,NA,6.8131,17.1292,top_10m,,0
381,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA382,2023-11-14,0,Howe_Sound,HS03,49.4007,-123.292,Fall,Surface,HS03_Fall_Surface_2023,HS03_Surface_14.11.2023,2,26.32248,9.3285,2,230.37,2.4898,NA,5.8738,23.6936,top_10m,,
295,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA295,2023-05-09,100,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Spring,100m,HSGLASSR1_Spring_100m_2023,HSGLASSR1_100m_9.5.2023,100,32.005799,8.0588,100,1.00E-12,1.0979,NA,4.5189,30.4235,100m,HSGLASSR1_100m_1,100
468,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA476,2023-08-09,100,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Summer,100m,HSGLASSR1_Summer_100m_2023,HSGLASSR1_100m_9.8.2023,100,32.8809,9.1029,100,1.00E-12,0.9594,NA,3.6534,30.4345,100m,,100
395,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA396,2023-11-14,100,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Fall,100m,HSGLASSR1_Fall_100m_2023,HSGLASSR1_100m_14.11.2023,100,34.07041,9.9602,100,0,0.9466,NA,2.7439,30.9109,100m,,
293,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA293,2023-05-09,10,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Spring,10m,HSGLASSR1_Spring_10m_2023,HSGLASSR1_10m_9.5.2023,10,30.486746,9.3934,10,1.00E-12,2.0748,NA,6.9525,27.8014,top_10m,HSGLASSR1_10m_1,10
466,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA474,2023-08-09,10,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Summer,10m,HSGLASSR1_Summer_10m_2023,HSGLASSR1_10m_9.8.2023,10,33.318195,13.7454,10,1.12E+01,19.2386,NA,6.2766,27.2747,top_10m,,10
393,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA394,2023-11-14,10,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Fall,10m,HSGLASSR1_Fall_10m_2023,HSGLASSR1_10m_14.11.2023,10,29.98549,9.9891,10,16.454,1.7821,NA,4.9304,26.8492,top_10m,,
296,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA296,2023-05-09,235,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Spring,bottom,HSGLASSR1_Spring_bottom_2023,HSGLASSR1_bottom_9.5.2023,239,32.331338,8.1233,239,1.00E-12,2.4105,NA,4.0552,30.6509,bottom,HSGLASSR1_bottom_1,235
471,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA479,2023-08-09,235,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Summer,bottom,HSGLASSR1_Summer_bottom_2023,HSGLASSR1_bottom_9.8.2023,235,33.650409,9.2523,235,1.00E-12,0.9963,NA,3.089,31.0375,bottom,,235
398,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA399,2023-11-14,239,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Fall,bottom,HSGLASSR1_Fall_bottom_2023,HSGLASSR1_bottom_14.11.2023,239,34.49214,10.0125,239,0,0.9827,NA,2.3081,31.2325,bottom,,
291,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA291,2023-05-09,0,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Spring,Surface,HSGLASSR1_Spring_Surface_2023,HSGLASSR1_Surface_9.5.2023,2,17.956667,13.0993,2,1.00E-12,2.998,NA,8.2141,14.1173,top_10m,HSGLASSR1_surface_1,0
464,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA472,2023-08-09,0,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Summer,Surface,HSGLASSR1_Summer_Surface_2023,HSGLASSR1_Surface_9.8.2023,2,18.692457,20.6579,2,3.22E+02,2.1159,NA,7.784,12.208,top_10m,,0
391,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA392,2023-11-14,0,Howe_Sound,HSGLASSR1,49.4972,-123.3185,Fall,Surface,HSGLASSR1_Fall_Surface_2023,HSGLASSR1_Surface_14.11.2023,2,21.46485,8.5441,2,309.98999,2.5358,NA,6.3542,19.369,top_10m,,
477,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA485,2023-08-09,10,Howe_Sound,HSPLANT,49.664,-123.2511,Summer,10m,HSPLANT_Summer_10m_2023,HSPLANT_10m_9.8.2023,10,32.297414,11.7836,10,4.66E+00,2.0298,NA,4.4516,27.7556,top_10m,,10
402,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA404,2023-11-14,55,Howe_Sound,HSPLANT,49.664,-123.2511,Fall,55m,HSPLANT_Fall_55m_2023,HSPLANT_55m_14.11.2023,55,33.10809,9.4009,55,0,1.1145,NA,2.8048,30.4319,NA,,
299,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA299,2023-05-09,0,Howe_Sound,HSPLANT,49.664,-123.2511,Spring,Surface,HSPLANT_Spring_Surface_2023,HSPLANT_Surface_9.5.2023,2,7.425038,9.8438,2,1.38E+02,2.1097,NA,8.9072,5.9344,top_10m,HSPLANT_surface_1,0
465,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA473,2023-08-09,0,Howe_Sound,HSPLANT,49.664,-123.2511,Summer,Surface,HSPLANT_Summer_Surface_2023,HSPLANT_Surface_9.8.2023,2,18.692457,20.6579,2,3.22E+02,2.1159,NA,7.784,12.208,top_10m,,0
401,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA402,2023-11-14,0,Howe_Sound,HSPLANT,49.664,-123.2511,Fall,Surface,HSPLANT_Fall_Surface_2023,HSPLANT_Surface_14.11.2023,2,23.08484,9.0022,2,18.776,2.5918,NA,5.6926,20.7311,top_10m,,
113,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA095,2023-02-08,100,Indian,IA01,49.4048,-122.8797,Winter,100m,IA01_Winter_100m_2023,IA01_100m_8.2.2023,100,30.364002,8.8275,100,1.00E-12,1.1842,NA,3.3748,28.0846,100m,IA01_100m_1,100
305,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA305,2023-05-08,100,Indian,IA01,49.4048,-122.8797,Spring,100m,IA01_Spring_100m_2023,IA01_100m_8.5.2023,100,29.60795,7.8317,100,1.00E-12,1.1426,NA,5.0678,28.0958,100m,IA01_100m_1,100
407,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA415,2023-08-08,100,Indian,IA01,49.4048,-122.8797,Summer,100m,IA01_Summer_100m_2023,IA01_100m_8.8.2023,100,28.955742,8.4202,100,2.51E+03,0.4748,NA,1.5943,26.9587,100m,,100
335,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA336,2023-11-16,100,Indian,IA01,49.4048,-122.8797,Fall,100m,IA01_Fall_100m_2023,IA01_100m_16.11.2023,100,30.11027,8.682,100,0,1.2379,NA,1.9398,27.9401,100m,,
111,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA093,2023-02-08,10,Indian,IA01,49.4048,-122.8797,Winter,10m,IA01_Winter_10m_2023,IA01_10m_8.2.2023,10,29.017683,8.0754,10,14.9,1.9173,NA,4.1862,27.3236,top_10m,IA01_10m_1,10
303,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA303,2023-05-08,10,Indian,IA01,49.4048,-122.8797,Spring,10m,IA01_Spring_10m_2023,IA01_10m_8.5.2023,10,29.094869,9.4621,10,37.1,4.4747,NA,7.8381,26.3535,top_10m,IA01_10m_1,10
405,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA413,2023-08-08,10,Indian,IA01,49.4048,-122.8797,Summer,10m,IA01_Summer_10m_2023,IA01_10m_8.8.2023,10,27.879969,12.7073,10,1.40E+02,7.7433,NA,8.6481,23.0247,top_10m,,10
333,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA334,2023-11-16,10,Indian,IA01,49.4048,-122.8797,Fall,10m,IA01_Fall_10m_2023,IA01_10m_16.11.2023,10,30.22579,10.9654,10,7.0845,2.0729,NA,3.5847,26.3623,top_10m,,
116,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA098,2023-02-08,205,Indian,IA01,49.4048,-122.8797,Winter,bottom,IA01_Winter_bottom_2023,IA01_bottom_8.2.2023,162,30.075398,8.4181,162,1.00E-12,1.1732,NA,3.4128,28.0882,bottom,IA01_bottom_2,205
308,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA308,2023-05-08,195,Indian,IA01,49.4048,-122.8797,Spring,bottom,IA01_Spring_bottom_2023,IA01_bottom_8.5.2023,199,29.853243,8.0067,199,1.00E-12,1.3623,NA,4.4624,28.1717,bottom,IA01_bottom_1,195
410,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA418,2023-08-08,200,Indian,IA01,49.4048,-122.8797,Summer,bottom,IA01_Summer_bottom_2023,IA01_bottom_8.8.2023,200,29.121151,8.4415,200,9.01E+02,0.431,NA,1.3344,27.0737,bottom,,200
338,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA339,2023-11-16,200,Indian,IA01,49.4048,-122.8797,Fall,bottom,IA01_Fall_bottom_2023,IA01_bottom_16.11.2023,200,29.76783,8.0802,200,0,1.2569,NA,1.6305,28.0235,bottom,,
109,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA091,2023-02-08,0,Indian,IA01,49.4048,-122.8797,Winter,Surface,IA01_Winter_Surface_2023,IA01_Surface_8.2.2023,2,24.526667,7.0895,2,84.9,2.7392,NA,5.9078,23.3685,top_10m,IA01_surface_1,0
301,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA301,2023-05-08,0,Indian,IA01,49.4048,-122.8797,Spring,Surface,IA01_Spring_Surface_2023,IA01_Surface_8.5.2023,2,24.763652,11.2352,2,108,3.3133,NA,9.4242,21.0257,top_10m,IA01_surface_1,0
403,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA411,2023-08-08,0,Indian,IA01,49.4048,-122.8797,Summer,Surface,IA01_Summer_Surface_2023,IA01_Surface_8.8.2023,2,27.322204,20.615,2,2.93E+03,2.4784,NA,8.9784,18.5143,top_10m,,0
331,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA332,2023-11-16,0,Indian,IA01,49.4048,-122.8797,Fall,Surface,IA01_Fall_Surface_2023,IA01_Surface_16.11.2023,2,26.46105,10.8831,2,37.245,3.5666,NA,4.2259,22.8388,top_10m,,
123,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA105,2023-02-08,100,Indian,IA02,49.3688,-122.8854,Winter,100m,IA02_Winter_100m_2023,IA02_100m_8.2.2023,100,30.404521,8.8572,100,1.00E-12,1.1263,NA,3.3351,28.1025,100m,IA02_100m_1,100
315,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA315,2023-05-08,100,Indian,IA02,49.3688,-122.8854,Spring,100m,IA02_Spring_100m_2023,IA02_100m_8.5.2023,100,29.666989,7.8941,100,1.00E-12,1.1552,NA,4.867,28.1075,100m,IA02_100m_1,100
417,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA425,2023-08-08,100,Indian,IA02,49.3688,-122.8854,Summer,100m,IA02_Summer_100m_2023,IA02_100m_8.8.2023,100,28.905684,8.4141,100,1.55E+02,0.4926,NA,1.7307,26.9119,100m,,100
345,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA346,2023-11-16,100,Indian,IA02,49.3688,-122.8854,Fall,100m,IA02_Fall_100m_2023,IA02_100m_16.11.2023,100,30.17175,8.7159,100,0,1.1397,NA,1.8847,27.9757,100m,,
121,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA103,2023-02-08,10,Indian,IA02,49.3688,-122.8854,Winter,10m,IA02_Winter_10m_2023,IA02_10m_8.2.2023,10,29.09747,8.1403,10,34.6,1.7981,NA,4.065,27.3558,top_10m,IA02_10m_1,10
313,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA313,2023-05-08,10,Indian,IA02,49.3688,-122.8854,Spring,10m,IA02_Spring_10m_2023,IA02_10m_8.5.2023,10,29.027122,9.2193,10,36,8.0058,NA,6.9559,26.4647,top_10m,IA02_10m_1,10
415,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA423,2023-08-08,10,Indian,IA02,49.3688,-122.8854,Summer,10m,IA02_Summer_10m_2023,IA02_10m_8.8.2023,10,28.022805,12.8242,10,1.57E+03,4.8324,NA,4.5706,23.0833,top_10m,,10
343,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA344,2023-11-16,10,Indian,IA02,49.3688,-122.8854,Fall,10m,IA02_Fall_10m_2023,IA02_10m_16.11.2023,10,29.79579,10.509,10,25.001,1.6444,NA,3.731,26.2837,top_10m,,
126,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA108,2023-02-08,190,Indian,IA02,49.3688,-122.8854,Winter,bottom,IA02_Winter_bottom_2023,IA02_bottom_8.2.2023,192,30.084011,8.3984,192,1.00E-12,1.1259,NA,3.4656,28.1009,bottom,IA02_bottom_1,190
318,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA318,2023-05-08,190,Indian,IA02,49.3688,-122.8854,Spring,bottom,IA02_Spring_bottom_2023,IA02_bottom_8.5.2023,191,29.854408,8.0136,191,1.00E-12,1.491,NA,3.857,28.1705,bottom,IA02_bottom_1,190
420,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA428,2023-08-08,190,Indian,IA02,49.3688,-122.8854,Summer,bottom,IA02_Summer_bottom_2023,IA02_bottom_8.8.2023,167,29.053786,8.409,167,1.07E+03,0.3712,NA,1.4605,27.0421,bottom,,190
348,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA349,2023-11-16,185,Indian,IA02,49.3688,-122.8854,Fall,bottom,IA02_Fall_bottom_2023,IA02_bottom_16.11.2023,185,29.76617,8.0903,185,0,1.23,NA,1.3991,28.0198,bottom,,
119,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA101,2023-02-08,0,Indian,IA02,49.3688,-122.8854,Winter,Surface,IA02_Winter_Surface_2023,IA02_Surface_8.2.2023,2,23.573239,7.0079,2,169,2.4019,NA,6.1344,22.4254,top_10m,IA02_surface_1,0
311,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA311,2023-05-08,0,Indian,IA02,49.3688,-122.8854,Spring,Surface,IA02_Spring_Surface_2023,IA02_Surface_8.5.2023,2,25.528124,10.3158,2,457,4.3665,NA,8.3516,22.2887,top_10m,IA02_surface_1,0
413,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA421,2023-08-08,0,Indian,IA02,49.3688,-122.8854,Summer,Surface,IA02_Summer_Surface_2023,IA02_Surface_8.8.2023,2,27.599597,20.0044,2,3.72E+03,2.4427,NA,9.9168,18.9903,top_10m,,0
