assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
8116697,183457,Colpichthys hubbsi,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Colpichthys,hubbsi,,,,"Crabtree, 1989",Endangered,"B1ab(i,ii,iii)",3.1,Unknown,Global
8119480,183473,Thalassoma virens,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Thalassoma,virens,,,,"Gilbert, 1890",Vulnerable,D2,3.1,Unknown,Global
8122940,183493,Tomicodon bidens,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Tomicodon,bidens,,,,"Briggs, 1969",Vulnerable,B1ab(iii); D2,3.1,Unknown,Global
8126101,183513,Paraclinus fehlmanni,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRISOMIDAE,Paraclinus,fehlmanni,,,,"Springer &amp; Trist, 1969",Vulnerable,D2,3.1,Unknown,Global
8127170,183519,Halichoeres malpelo,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Halichoeres,malpelo,,,,"Allen &amp; Robertson, 1992",Vulnerable,D2,3.1,Unknown,Global
8128490,183525,Acanthemblemaria mangognatha,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Acanthemblemaria,mangognatha,,,,"Hastings &amp; Robertson, 1999",Vulnerable,D2,3.1,Unknown,Global
8130056,183533,Batrachoides boulengeri,ANIMALIA,CHORDATA,BATRACHOIDIFORMES,ACTINOPTERYGII,BATRACHOIDIDAE,Batrachoides,boulengeri,,,,"Gilbert &amp; Starks, 1904",Vulnerable,B1ab(iii),3.1,Unknown,Global
8130400,183535,Mccoskerichthys sandae,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Mccoskerichthys,sandae,,,,"Rosenblatt &amp; Stephens, 1978",Near Threatened,,3.1,Unknown,Global
8136178,183567,Stegastes redemptus,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Stegastes,redemptus,,,,"(Heller &amp; Snodgrass, 1903)",Vulnerable,D2,3.1,Unknown,Global
8139248,183582,Halichoeres discolor,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Halichoeres,discolor,,,,"Bussing, 1983",Vulnerable,D2,3.1,Unknown,Global
8139402,183583,Acanthemblemaria atrata,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Acanthemblemaria,atrata,,,,"Hastings &amp; Robertson, 1999",Vulnerable,D2,3.1,Unknown,Global
8144526,183612,Axoclinus rubinoffi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRIPTERYGIIDAE,Axoclinus,rubinoffi,,,,"Allen &amp; Robertson, 1992",Vulnerable,D2,3.1,Unknown,Global
8146180,183621,Rypticus courtenayi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Rypticus,courtenayi,,,,McCarthy 1979,Vulnerable,D2,3.1,Unknown,Global
8146890,183625,Halichoeres insularis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Halichoeres,insularis,,,,"Allen &amp; Robertson, 1992",Vulnerable,D2,3.1,Unknown,Global
8151020,183647,Ogilbia cocoensis,ANIMALIA,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,BYTHITIDAE,Ogilbia,cocoensis,,,,"Møller, Schwarzhans &amp; Nielsen, 2005",Vulnerable,D2,3.1,Unknown,Global
8153285,183659,Cratinus agassizii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Cratinus,agassizii,,,,Steindachner 1878,Near Threatened,,3.1,Unknown,Global
8159991,183694,Platygillellus bussingi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,DACTYLOSCOPIDAE,Platygillellus,bussingi,,,,"Dawson, 1974",Near Threatened,,3.1,Unknown,Global
8161529,183705,Platygillellus altivelis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,DACTYLOSCOPIDAE,Platygillellus,altivelis,,,,"Dawson, 1974",Near Threatened,,3.1,Unknown,Global
8169690,183749,Myripristis gildi,ANIMALIA,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,HOLOCENTRIDAE,Myripristis,gildi,,,,"Greenfield, 1965",Vulnerable,D2,3.1,Unknown,Global
8174095,183771,Halichoeres adustus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Halichoeres,adustus,,,,"(Gilbert, 1890)",Vulnerable,D2,3.1,Unknown,Global
8174674,183774,Azurina hirundo,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Azurina,hirundo,,,,"Jordan &amp; McGregor, 1898",Near Threatened,,3.1,Unknown,Global
8183733,183826,Paraletharchus opercularis,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,OPHICHTHIDAE,Paraletharchus,opercularis,,,,"(Myers &amp; Wade, 1941)",Vulnerable,D2,3.1,Unknown,Global
8188656,183852,Serranus socorroensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Serranus,socorroensis,,,,"Allen &amp; Robertson, 1992",Vulnerable,D2,3.1,Unknown,Global
8189147,183855,Axoclinus cocoensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRIPTERYGIIDAE,Axoclinus,cocoensis,,,,"Bussing, 1991",Vulnerable,D2,3.1,Unknown,Global
8189509,183857,Daector reticulata,ANIMALIA,CHORDATA,BATRACHOIDIFORMES,ACTINOPTERYGII,BATRACHOIDIDAE,Daector,reticulata,,,,"(Günther, 1864)",Vulnerable,B1ab(iii),3.1,Unknown,Global
8193714,183880,Gobiesox woodsi,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Gobiesox,woodsi,,,,"(Schultz, 1944)",Vulnerable,D2,3.1,Unknown,Global
8196215,183896,Paraclinus walkeri,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRISOMIDAE,Paraclinus,walkeri,,,,"Hubbs, 1952",Critically Endangered,B1ab(iii),3.1,Unknown,Global
8203401,183939,Notarius cookei,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ARIIDAE,Notarius,cookei,,,,"(Acero P. &amp; Betancur-R., 2002)",Vulnerable,B2ab(iii),3.1,Decreasing,Global
8207094,183962,Pisodonophis daspilotus,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,OPHICHTHIDAE,Pisodonophis,daspilotus,,,,"Gilbert, 1898",Near Threatened,,3.1,Unknown,Global
8207287,183963,Stegastes leucorus,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Stegastes,leucorus,,,,"(Gilbert, 1892)",Vulnerable,D2,3.1,Unknown,Global
8208246,183968,Acanthemblemaria stephensi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Acanthemblemaria,stephensi,,,,"Rosenblatt &amp; McCosker, 1988",Vulnerable,B1ab(iii); D2,3.1,Unknown,Global
8214213,184001,Labrisomus socorroensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRISOMIDAE,Labrisomus,socorroensis,,,,"Hubbs, 1953",Vulnerable,D2,3.1,Unknown,Global
8223759,184028,Gobiesox aethus,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Gobiesox,aethus,,,,"(Briggs, 1951)",Vulnerable,D2,3.1,Unknown,Global
8224946,184030,Tomicodon abuelorum,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Tomicodon,abuelorum,,,,"Szelistowski, 1990",Endangered,"B1ab(i,iii)",3.1,Decreasing,Global
8522703,187392,Coris bulbifrons,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Coris,bulbifrons,,,,"Randall &amp; Kuiter, 1982",Vulnerable,"B2ab(ii,v)",3.1,Decreasing,Global
8553413,187506,Bodianus frenchii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Bodianus,frenchii,,,,"(Klunzinger, 1879)",Near Threatened,,3.1,Decreasing,Global
8572139,187572,Achoerodus viridis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Achoerodus,viridis,,,,"(Steindachner, 1866)",Near Threatened,,3.1,Stable,Global
8992245,196016,Eptatretus burgeri,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Eptatretus,burgeri,,,,"(Girard, 1855)",Near Threatened,,3.1,Decreasing,Global
8999221,196056,Myxine garmani,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Myxine,garmani,,,,"Jordan &amp; Snyder, 1901",Vulnerable,A2bd,3.1,Decreasing,Global
8999766,196066,Myxine paucidens,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Myxine,paucidens,,,,"Regan, 1913",Endangered,B1ab(ii),3.1,Unknown,Global
9144801,20085,Sebastes paucispinis,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,SEBASTIDAE,Sebastes,paucispinis,,,,"Ayres, 1854",Critically Endangered,A1abd+2d,2.3,,Global
9230697,20795,Stereolepis gigas,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POLYPRIONIDAE,Stereolepis,gigas,,,,"Ayres, 1859",Critically Endangered,A1bd,3.1,Unknown,Global
10933431,44669,Choerodon schoenleinii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Choerodon,schoenleinii,,,,"(Valenciennes, 1839)",Near Threatened,,3.1,Unknown,Global
11023949,4592,Cheilinus undulatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Cheilinus,undulatus,,,,"Rüppell, 1835",Endangered,A2bd+3bd,3.1,Decreasing,Global
11087017,46863,Atherinomorus lineatus,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINIDAE,Atherinomorus,lineatus,,,,"(Günther, 1872)",Vulnerable,D2,2.3,,Global
12462795,61333,Parahucho perryi,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Parahucho,perryi,,,,"(Brevoort, 1856)",Critically Endangered,A4abcd,3.1,Decreasing,Global
12464899,61340,Semicossyphus pulcher,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Semicossyphus,pulcher,,,,"(Ayres, 1854)",Vulnerable,A2bd,3.1,Decreasing,Global
12881238,8005,Eretmochelys imbricata,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELONIIDAE,Eretmochelys,imbricata,,,,"(Linnaeus, 1766)",Critically Endangered,A2bd,3.1,Decreasing,Global
14134317,14134315,Dipturus canutus,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,canutus,,,,"Last, 2008",Endangered,A2bd,3.1,Decreasing,Global
14871490,22823,Ursus maritimus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,URSIDAE,Ursus,maritimus,,,,"Phipps, 1774",Vulnerable,A3c,3.1,Unknown,Global
16664386,10075,Hippocampus kuda,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,kuda,,,,"Bleeker, 1852",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
17252219,10087,Hippocampus trimaculatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,trimaculatus,,,,"Leach, 1814",Vulnerable,A2bcd+4bcd,3.1,Decreasing,Global
17775293,190761,Scarus hypselopterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Scarus,hypselopterus,,,,"Bleeker, 1853",Near Threatened,,3.1,Unknown,Global
17796625,190711,Chlorurus bowersi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Chlorurus,bowersi,,,,"(Snyder, 1909)",Near Threatened,,3.1,Unknown,Global
17894276,63571,Bolbometopon muricatum,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Bolbometopon,muricatum,,,,"(Valenciennes, 1840)",Vulnerable,A2d,3.1,Decreasing,Global
22516400,161380,Cephaloscyllium sarawakensis,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SCYLIORHINIDAE,Cephaloscyllium,sarawakensis,,,,"Yano, Ahmad &amp; Gambang, 2005",Critically Endangered,A2d,3.1,Decreasing,Global
43526147,6494,Dermochelys coriacea,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,DERMOCHELYIDAE,Dermochelys,coriacea,,,,"(Vandelli, 1761)",Vulnerable,A2bd,3.1,Decreasing,Global
44199757,4162,Cephalorhynchus hectori,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Cephalorhynchus,hectori,,,,"(van Beneden, 1881)",Endangered,A4d,3.1,Decreasing,Global
45223722,2057,Arctocephalus galapagoensis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Arctocephalus,galapagoensis,,,,"Heller, 1904",Endangered,A2ab,3.1,Decreasing,Global
45224953,3590,Callorhinus ursinus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Callorhinus,ursinus,,,,"(Linnaeus, 1758)",Vulnerable,A2b,3.1,Decreasing,Global
45225749,8239,Eumetopias jubatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Eumetopias,jubatus,,,,"(Schreber, 1776)",Near Threatened,,3.1,Increasing,Global
45227978,13654,Neomonachus schauinslandi,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Neomonachus,schauinslandi,,,,"(Matschie, 1905)",Endangered,C1,3.1,Decreasing,Global
45228501,15106,Odobenus rosmarus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,ODOBENIDAE,Odobenus,rosmarus,,,,"(Linnaeus, 1758)",Vulnerable,A3c,3.1,Unknown,Global
45230540,41668,Zalophus wollebaeki,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Zalophus,wollebaeki,,,,"Sivertsen, 1953",Endangered,A2ab,3.1,Decreasing,Global
46235356,183873,Acanthemblemaria castroi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Acanthemblemaria,castroi,,,,"Stephens &amp; Hobson, 1966",Vulnerable,B2ac(iv); D2,3.1,Unknown,Global
46625751,23148,Xiphias gladius,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,XIPHIIDAE,Xiphias,gladius,,,,"Linnaeus, 1758",Near Threatened,A2bd,3.1,Decreasing,Global
46647677,170316,Scomberomorus commerson,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCOMBRIDAE,Scomberomorus,commerson,,,,"(Lacepède, 1800)",Near Threatened,A2bd,3.1,Decreasing,Global
46649664,170338,Istiophorus platypterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,ISTIOPHORIDAE,Istiophorus,platypterus,,,,"(Shaw, 1792)",Vulnerable,A2bd,3.1,Decreasing,Global
46721312,10088,Hippocampus whitei,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,whitei,,,,"Bleeker, 1855",Endangered,A2bc,3.1,Decreasing,Global
46912402,21859,Thunnus obesus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCOMBRIDAE,Thunnus,obesus,,,,"(Lowe, 1839)",Vulnerable,A2bd,3.1,Decreasing,Global
46936155,170314,Makaira nigricans,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,ISTIOPHORIDAE,Makaira,nigricans,,,,"Lacepède, 1802",Vulnerable,A2bd,3.1,Decreasing,Global
48350504,47143176,Emblemariopsis pricei,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Emblemariopsis,pricei,,,,"Greenfield, 1975",Vulnerable,B1ab(iii),3.1,Unknown,Global
48353451,48342284,Omobranchus smithi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Omobranchus,smithi,,,,"(Rao, 1974)",Vulnerable,D2,3.1,Unknown,Global
48360743,48342282,Parablennius serratolineatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Parablennius,serratolineatus,,,,"Bath &amp; Hutchins, 1986",Vulnerable,D2,3.1,Stable,Global
48360830,48342534,Entomacrodus chapmani,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Entomacrodus,chapmani,,,,"Springer, 1967",Vulnerable,D2,3.1,Stable,Global
48361770,48342288,Medusablennius chani,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Medusablennius,chani,,,,"Springer, 1966",Vulnerable,D2,3.1,Unknown,Global
48367923,48342364,Ecsenius tigris,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Ecsenius,tigris,,,,"Springer, 1988",Vulnerable,D2,3.1,Unknown,Global
48379168,48342108,Omobranchus aurosplendidus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Omobranchus,aurosplendidus,,,,"(Richardson, 1846)",Vulnerable,D2,3.1,Unknown,Global
48380215,48342178,Dactyloscopus insulatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,DACTYLOSCOPIDAE,Dactyloscopus,insulatus,,,,"Dawson, 1975",Vulnerable,D2,3.1,Unknown,Global
48395222,48342152,Omobranchus hikkaduwensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Omobranchus,hikkaduwensis,,,,"Bath, 1983",Vulnerable,D2,3.1,Unknown,Global
48398474,48342328,Ecsenius randalli,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Ecsenius,randalli,,,,"Springer, 1991",Vulnerable,D2,3.1,Unknown,Global
48398755,48342339,Ecsenius tricolor,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Ecsenius,tricolor,,,,"Springer &amp; Allen, 2001",Vulnerable,D2,3.1,Unknown,Global
49227587,49188717,Protonibea diacanthus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCIAENIDAE,Protonibea,diacanthus,,,,"(Lacepède, 1802)",Near Threatened,A2b,3.1,Decreasing,Global
49234015,49145403,Argyrosomus japonicus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCIAENIDAE,Argyrosomus,japonicus,,,,"(Temminck & Schlegel, 1843)",Endangered,A2bd,3.1,Decreasing,Global
49239394,49182559,Larimichthys crocea,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCIAENIDAE,Larimichthys,crocea,,,,"(Richardson, 1846)",Critically Endangered,A2bd,3.1,Decreasing,Global
50349982,2478,Balaenoptera physalus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,"(Linnaeus, 1758)",Vulnerable,A1d,3.1,Increasing,Global
50350661,2480,Balaenoptera bonaerensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,bonaerensis,,,,"Burmeister, 1867",Near Threatened,A2b,3.1,Unknown,Global
50351955,4160,Cephalorhynchus eutropia,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,"Gray, 1846",Near Threatened,C1+2a(i),3.1,Decreasing,Global
50367496,13252,Mesoplodon stejnegeri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,stejnegeri,,,,"True, 1885",Near Threatened,A4b,3.1,Decreasing,Global
50370481,17029,Phocoena spinipinnis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,spinipinnis,,,,"Burmeister, 1865",Near Threatened,A3d+4d,3.1,Unknown,Global
50380694,41711,Eubalaena japonica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENIDAE,Eubalaena,japonica,,,,"(Lacépède, 1818)",Endangered,D,3.1,Unknown,Global
50381127,41714,Tursiops aduncus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Tursiops,aduncus,,,,"(Ehrenberg, 1833)",Near Threatened,A4cd,3.1,Unknown,Global
50381766,41754,Neophocaena asiaeorientalis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Neophocaena,asiaeorientalis,,,,"(Pilleri &amp; Gihr, 1972)",Endangered,A2bcde+3bcde+4bcde,3.1,Decreasing,Global
50383813,41759,Mesoplodon perrini,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,perrini,,,,"Dalebout, Mead, Baker, Baker &amp; van Helden, 2002",Endangered,C2a(ii),3.1,Decreasing,Global
50386795,198920,Neophocaena phocaenoides,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Neophocaena,phocaenoides,,,,"(G. Cuvier, 1829)",Vulnerable,A2cde+3cde+4cde,3.1,Decreasing,Global
54905206,10070,Hippocampus histrix,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,histrix,,,,"Kaup, 1856",Vulnerable,A2cd+4cd,3.1,Decreasing,Global
54905720,10072,Hippocampus ingens,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,ingens,,,,"Girard, 1858",Vulnerable,A2cd,3.1,Decreasing,Global
54906372,107259870,Hippocampus spinosissimus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,spinosissimus,,,,"Weber, 1913",Vulnerable,A2d,3.1,Decreasing,Global
54906903,40802,Hippocampus barbouri,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,barbouri,,,,"Jordan &amp; Richardson, 1908",Vulnerable,A2cd,3.1,Decreasing,Global
54907304,41005,Hippocampus mohnikei,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,mohnikei,,,,"Bleeker, 1853",Vulnerable,A2cd+4cd,3.1,Decreasing,Global
54908593,41010,Hippocampus kelloggi,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,kelloggi,,,,"Jordan &amp; Snyder, 1901",Vulnerable,A2cd,3.1,Decreasing,Global
57206002,47137515,Calamus taurinus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Calamus,taurinus,,,,"(Jenyns, 1840)",Near Threatened,,3.1,Unknown,Global
58303674,39375,Carcharhinus melanopterus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,melanopterus,,,,"(Quoy &amp; Gaimard, 1824)",Vulnerable,A2bcd,3.1,Decreasing,Global
58304073,39389,Anoxypristis cuspidata,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,PRISTIDAE,Anoxypristis,cuspidata,,,,"(Latham, 1794)",Critically Endangered,A2cd,3.1,Decreasing,Global
58304631,39393,Pristis zijsron,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,PRISTIDAE,Pristis,zijsron,,,,"Bleeker, 1851",Critically Endangered,A2cd,3.1,Decreasing,Global
58336780,18584848,Pristis pristis,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,PRISTIDAE,Pristis,pristis,,,,"(Linnaeus, 1758)",Critically Endangered,A2cd,3.1,Decreasing,Global
59034995,59034974,Evynnis cardinalis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Evynnis,cardinalis,,,,"(Lacepède, 1802)",Endangered,A2bd,3.1,Decreasing,Global
67624848,65403327,Microphis pleurostictus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,pleurostictus,,,,"(Peters, 1868)",Endangered,B2ab(iii),3.1,Decreasing,Global
67871570,20437783,Trachurus japonicus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CARANGIDAE,Trachurus,japonicus,,,,"(Temminck &amp; Schlegel, 1844)",Near Threatened,A2bd,3.1,Decreasing,Global
67871620,20433018,Pseudocaranx chilensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CARANGIDAE,Pseudocaranx,chilensis,,,,"(Guichenot, 1848)",Vulnerable,"B2ab(iii,v)",3.1,Decreasing,Global
68333734,68330723,Gobiodon ceramensis,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiodon,ceramensis,,,,"(Bleeker, 1853)",Near Threatened,A2c,3.1,Unknown,Global
68333739,68330883,Gobiodon erythrospilus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiodon,erythrospilus,,,,"Bleeker, 1875",Vulnerable,A2c,3.1,Unknown,Global
68607458,84784918,Aetomylaeus nichofii,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Aetomylaeus,nichofii,,,,"(Bloch &amp; Schneider, 1801)",Vulnerable,A2bd,3.1,Decreasing,Global
68607857,161597,Alopias pelagicus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ALOPIIDAE,Alopias,pelagicus,,,,"Nakamura, 1935",Endangered,A2bd,3.1,Decreasing,Global
68609203,60179,Aptychotrema timorensis,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,TRYGONORRHINIDAE,Aptychotrema,timorensis,,,,"Last, 2004",Vulnerable,B1ab(v),3.1,Unknown,Global
68610594,39335,Brachaelurus colcloughi,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,BRACHAELURIDAE,Brachaelurus,colcloughi,,,,"Ogilby, 1908",Vulnerable,C2a(ii),3.1,Decreasing,Global
68611625,40797,Carcharhinus amblyrhynchoides,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,amblyrhynchoides,,,,"(Whitley, 1934)",Vulnerable,A2d,3.1,Decreasing,Global
