Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDAPI0B010,Berula incisa,cut-leaved water-parsnip,BGxh; CWHdm; IDFxh; PPxh,S3? (2019),Blue,G4G5 (1984),,,,,Y,Y
CEBC000007,Betula nana / Carex spp. / Sphagnum spp.,scrub birch / sedges / peat-mosses,ESSFwk1/31; ICHmk3/00,S2 (2004),Red,GNR,N/A,N/A,,,,
CEBC001000,Betula occidentalis / Rosa spp.,water birch / roses,BG/Ff01; BGxh1/Ff01; BGxh1/Fl07; BGxh2/Ff01; BGxh3/Fl07; BGxw2/Fl07; IDF/Ff01; IDFxh1/Ff01; IDFxh1/Fl07; IDFxh2/Ff01; PP/Ff01; PPxh1/Ff01; PPxh1/Fl07; PPxh1a/Fl07; PPxh2/Ff01; PPxh2/Fl07,S1S2 (2018),Red,G3G4,N/A,N/A,Y,,Y,Y
PDAST18020,Bidens amplissima,Vancouver Island beggarticks,CDFmm; CWHdm; CWHms; CWHxm,S3 (2019),Blue,G3 (2016),SC,1-SC (2003),,,Y,Y
IAOLI33080,Bimastos lawrenceae,An Earthworm,,S1 (2018),Red,GNR,,,,,,
NFFUN0L010,Bjerkandera adusta,,,S2S4 (2021),Blue,GNR (1993),,,,,,
NBHEP0H010,Blepharostoma arachnoideum,,,S2 (2021),Red,G3G4 (2007),,,,,,
NBMUS6X060,Blindiadelphus recurvatus,,,S2S3 (2024),Blue,G4? (1999),,,,,,
NBMUS6X070,Blindiadelphus subimmersus,,SWB,S2S3 (2024),Blue,G5? (2000),,,,,,
PDBRA06165,Boechera cascadensis,Cascade rockcress,ESSFdc; ESSFmw; IDFdk; IDFxc; IDFxh; MSdm; PPxh,S3 (2019),Blue,G3 (2022),,,,,Y,
PMCYP0Q0P0,Bolboschoenus fluviatilis,river bulrush,BGxh; CWHvh,S2S3 (2019),Blue,G5 (2024),,,,,Y,
CEBC003119,Bolboschoenus maritimus var. paludosus Alkali Marsh,seacoast bulrush Alkali Marsh,BGxh1/Wm11; BGxh2/Wm11; BGxw1/Wm11; CDFmm/Wm11; IDFdk1/Wm11; IDFxh1/Wm11; IDFxh2/Wm11; IDFxm/Wm11; PPxh1/Wm11; PPxh2/Wm11,S1 (2015),Red,GNR,N/A,N/A,,,Y,
NFTHE04010,Boletopsis grisea,,,S3 (2021),Blue,GNR,,,,,,
NFTHE04030,Boletopsis leucomelaena,,,S2S4 (2021),Blue,GNR,,,,,,
NFBOL03040,Boletus barrowsii,,,S2? (2021),Red,GNR,,,,,,
NFBOL03050,Boletus coniferarum,,,S2S4 (2021),Blue,GNR,,,,,,
NFBOL031N0,Boletus rex-veris,,,S1S3 (2021),Red,GNR,,,,,,
NFBOL03010,Boletus subtomentosus,,,S3 (2021),Blue,GNR,,,,,,
IILEPJ7110,Boloria alberta,Albert's Fritillary,ESSF; ICH; IDF; IMA; MS,S3 (2020),Blue,G3 (2020),,,,,,
IILEPJ7121,Boloria astarte distincta,"Astarte Fritillary, distincta subspecies",BAFA; BWBS; CMA; CWH; ESSF; ICH; IDF; IMA; MS,S2S3 (2021),Blue,G5T5 (2015),,,,,,
IILEPJ7081,Boloria epithore sigridae,"Western Meadow Fritillary, sigridae subspecies",BAFA; BWBS; ESSF; SBS; SWB,S3 (2021),Blue,G5T2T4 (2018),,,,,,
IILEPJ7160,Boloria natazhati,Beringian Fritillary,SWB,S2S3 (2020),Blue,G3 (2020),,,,,,
IIHYM24510,Bombus bohemicus,Gypsy Cuckoo Bumble Bee,,S1S2 (2016),Red,G3G5 (2018),E,1-E (2018),,,Y,Y
IIHYM24520,Bombus flavidus,Fernald's Cuckoo Bumblebee,,S3S4 (2016),Blue,G5? (2018),,,,,,
IIHYM24280,Bombus griseocollis,Brown-belted Bumble Bee,,S3S4 (2016),Blue,G5 (2018),,,,,,
IIHYM24251,Bombus mckayi,McKay's Bumble Bee,,S3S4 (2023),Blue,G4 (2018),T,1-SC (2023),,,Y,
IIHYM24460,Bombus morrisoni,Morrisoni Bumble Bee,,SH (2016),Red,G3 (2018),,,,,,
IIHYM24350,Bombus suckleyi,Suckley's Cuckoo Bumble Bee,,S3S4 (2016),Blue,G2G3 (2019),T,,,,,
IIHYM24220,Bombus terricola,Yellow-banded Bumble Bee,,S3S4 (2016),Blue,G3G4 (2018),SC,1-SC (2018),,,Y,
IIHYM24390,Bombus vandykei,Van Dyke Bumble Bee,,S2S3 (2016),Blue,G4 (2018),,,,,,
NFRUS15010,Bondarzewia berkeleyi,,,S3 (2021),Blue,GNR,,,,,,
NFRUS03010,Bondarzewia mesenterica,,,S3 (2021),Blue,GNR,,,,,,
NFRUS15020,Bondarzewia occidentalis,,,S2S4 (2021),Blue,GNR,,,,,,
NFTRI000L0,Bonomyces sinopicus,,,S2S4 (2021),Blue,GNR,,,,,,
AMALE01011,Bos bison athabascae,Wood Bison,BWBS,S2 (2024),Red,G4T3Q (2024),SC,1-T (2003),,,Y,
AMALE01012,Bos bison bison,Plains Bison,BWBS; SWB,SX (2024),Red,G4T4 (2016),T,,,,,
ABNGA01020,Botaurus lentiginosus,American Bittern,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBPS; SBS,"S3B,SNRN (2015)",Blue,G5 (2016),,,,,Y,
PPOPH01120,Botrychium campestre var. lineare,Linear-leaf moonwort,ESSFvc; ESSFvcp; ESSFwm,S3 (2022),Blue,G3 (2016),,,,,Y,
PPOPH01200,Botrychium michiganense,Michigan moonwort,ICHdw,S3 (2019),Blue,G3 (2012),,,,,Y,
PPOPH010K0,Botrychium montanum,mountain moonwort,ICHmc; ICHmw; ICHwk,S3 (2019),Blue,G3G4 (2021),,,,,Y,
PPOPH01130,Botrychium pallidum,pale moonwort,MSdk,S1S3 (2019),Red,G3 (2024),,,,,,
PPOPH010J0,Botrychium paradoxum,two-spiked moonwort,MSxk,S3? (2019),Blue,G3G4 (2012),,,,,Y,
NFCAN03080,Botryobasidium subcoronatum,,,S2S4 (2021),Blue,GNR,,,,,,
NBMUS0X020,Brachydontium olympicum,,MH,S3 (2024),Blue,G4 (2024),,,,,,
ABNNN06010,Brachyramphus marmoratus,Marbled Murrelet,CDF; CWH; MH,S3 (2022),Blue,G3 (2016),T,1-T (2003),Y,,Y,
NBMUS0Z1A0,Brachytheciastrum trachypodium,,BAFA; SWB,S2S3 (2024),Blue,GU (2000),,,,,,
ABNJB05010,Branta bernicla,Brant,BWBS; CDF; CWH; IDF; SBPS,S3M (2015),Blue,G5 (2016),,,,,,
ABNJB05039,Branta canadensis occidentalis,"Canada Goose, occidentalis subspecies",,S2M (2009),Red,G5T3 (2016),,,,,,
PDBRA0D047,Braya humilis ssp. maccallae,McCalla's dwarf braya,ESSFdk; IDFxk; IMA; MSdk,S2S3 (2018),Blue,G5T2T3 (2019),,,,,Y,
PDBRA0D048,Braya humilis ssp. porsildii,Porsild's dwarf braya,,S2S3 (2018),Blue,G5T3T4 (2024),,,,,Y,
PDAST1H0L0,Brickellia grandiflora,large-flowered brickellia,ICHdw; MSdk,S1 (2019),Red,G5 (2015),NAR,,,,Y,
PMLIL0C0K1,Brodiaea rosea ssp. rosea,harvest brodiaea,,S3 (2021),Blue,G4G5T4 (2019),,,,,,
NBMUS12050,Brotherella henonii,,,S3 (2024),Blue,GNR,,,,,,
NBMUS12020,Brotherella roellii,Roell's brotherella,CWH,S3? (2024),Blue,G3 (2025),E,1-E (2018),,,Y,
NFPOL0F090,Brunneoporus malicola,,,S1S3 (2021),Red,GNR,,,,,,
NLT0004970,Bryocaulon pseudosatoanum,pacific pretzel,CMAunp; CWHvh; CWHwh; MHwh,S3? (2019),Blue,GNR,,,,,,
NBMUS18030,Bryoerythrophyllum columbianum,Columbian carpet moss,BG; IDF; MH; PP,S3? (2024),Blue,G3G4 (2008),SC,1-SC (2005),,,Y,Y
NBMUS18040,Bryoerythrophyllum ferruginascens,,BAFA; CMA,S3 (2024),Blue,G3G4 (2001),,,,,,
NLTEST5280,Bryoria carlottae,languid horsehair,CWHvh; CWHwh,S2S3 (2019),Blue,GNR,,,,,,
NLTEST5290,Bryoria cervinula,spiny horsehair,CMAunp; CWHvh; CWHwh,S2S3 (2019),Blue,GNR,,,,,,
IILEG5G060,Bryotropha gemella,a moth,,S3S5 (2020),Blue,GNR,,,,,,
NBMUS1A0A0,Bryum blindii,,ESSF,S2S3 (2024),Blue,G3G5 (1991),,,,,,
IILEF28890,Bucculatrix ainsliella,Oak Skeletonizer Moth,,S2S3 (2020),Blue,GNR,,,,,,
IILEF28940,Bucculatrix pomifoliella,,,S2S4 (2020),Blue,GNR,,,,,,
ABNKC19130,Buteo lagopus,Rough-legged Hawk,BAFA; BG; BWBS; CDF; CWH; ESSF; ICH; IDF; IMA; MS; PP; SBPS; SBS; SWB,S3N (2015),Blue,G5 (2016),NAR,,,,,
ABNKC19070,Buteo swainsoni,Swainson's Hawk,BG; BWBS; CDF; ICH; IDF; MS; PP; SBS,S2B (2022),Red,G5 (2016),,,,,Y,
ABNGA08010,Butorides virescens,Green Heron,BG; CDF; CWH; ICH; IDF; PP; SBS,S3S4B (2015),Blue,G5 (2016),,,,,Y,
NFPOL1B020,Butyrea luteoalba,,,S2S4 (2021),Blue,GNR,,,,,,
NFPEZ0E020,Byssonectria aggregata,,,S2S4 (2021),Blue,GNR,,,,,,
PDAST1L010,Cacaliopsis nardosmia,silvercrown,ESSFmw,S1 (2019),Red,G4G5 (1988),,,,,Y,
ABPBXA6030,Calcarius pictus,Smith's Longspur,BAFA; BG; BWBS; CDF; CMA; CWH; IDF; MS; PP; SBS; SWB,S3S5B (2015),Blue,G4G5 (2016),,,,,,
NLT0005640,Calicium adspersum,,,S2S4 (2020),Blue,G3G4 (2006),,,,,,
NLT0005720,Calicium trabinellum,,,S2S4 (2020),Blue,G4G5 (2009),,,,,,
ABNNF11120,Calidris bairdii,Baird's Sandpiper,,"S2B,S4M (2024)",Red,G5 (2016),,,,,,
ABNNF11020,Calidris canutus,Red Knot,CDF; CWH,S3?M (2022),Blue,G4 (2016),T,1-T (2010),,,,
ABNNF11110,Calidris fuscicollis,White-rumped Sandpiper,,S3?M (2023),Blue,G5 (2016),,,,,,
ABNNF11190,Calidris himantopus,Stilt Sandpiper,,S3S4M (2024),Blue,G5 (2016),,,,,,
PDCLL010G0,Callitriche stenoptera,narrow-winged water-starwort,,S2S3 (2019),Blue,GNR,,,,,Y,
C1A9CCNSR1,Callitropsis nootkatensis - Tsuga mertensiana / Streptopus lanceolatus,yellow-cedar - mountain hemlock / rosy twistedstalk,MHwh/05; MHwh1/05,S3 (2006),Blue,G3G4,N/A,N/A,,Haida Gwaii LUO,,
IILEPE2050,Callophrys affinis,Immaculate Green Hairstreak,BG; ESSF; IDF; MS; PP,S2S3 (2020),Blue,G4 (2022),,,,,Y,Y
IILEPE2253,Callophrys eryphon sheltonensis,"Western Pine Elfin, sheltonensis subspecies",CDF; CWH,S2 (2023),Red,G5TNR,,,,,,
IILEPE2100,Callophrys johnsoni,Johnson's Hairstreak,CDF; CMA; CWH,S2? (2020),Red,G3 (2017),SC,,Y,,Y,
IILEPE2201,Callophrys mossii mossii,"Moss' Elfin, mossii subspecies",CDF; CWH,S2 (2021),Red,G4T4 (2001),,,,,Y,Y
IILEPE2240,Callophrys niphon,Eastern Pine Elfin,BWBS,S1S3 (2020),Red,G5 (2023),,,,,,
AMAJC01010,Callorhinus ursinus,Northern Fur Seal,,S3S4N (2022),Blue,G3 (2016),T,,,,,
AMAFB05180,Callospermophilus saturatus,Cascade Golden-mantled Ground Squirrel,CMA; CWH; ESSF; IDF; IMA; MH; MS,S3? (2024),Blue,G5 (2016),NAR,,,,,
PMLIL0D0T0,Calochortus lyallii,Lyall's mariposa lily,IDFxh,S3 (2019),Blue,G3G4 (2016),SC,1-SC,,,Y,
IIODO65010,Calopteryx aequabilis,River Jewelwing,BWBS; IDF,S3S4 (2023),Blue,G5 (2016),,,,,Y,
PDPOR090B0,Calyptridium umbellatum,Mount Hood pussypaws,ESSFxc; IMA,S3 (2019),Blue,G4G5 (2004),,,,,Y,
PDCON040F0,Calystegia soldanella,beach bindweed,CWHvh; CWHwh; CWHxm,S3 (2019),Blue,G5 (1988),,,,,Y,
IILEF2T040,Cameraria agrifoliella,a gracillariid moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEF2T190,Cameraria gaultheriella,a gracillariid moth,,S3S4 (2020),Blue,GNR,,,,,,
PDONA030G0,Camissonia contorta,contorted-pod evening-primrose,CDFmm,S1S2 (2022),Red,G5 (2025),E,1-E (2007),,,Y,
NBMUS1K0J0,Campylopus sinensis,,CWHwh,S2S3 (2024),Blue,GNR,,,,,,
NFTRI02010,Cantharellopsis prescotii,,,S2S3 (2021),Blue,GNR,,,,,,
NFCAN02030,Cantharellus roseocanus,,,S2S3 (2021),Blue,GNR,,,,,,
NFCAN02010,Cantharellus subalbidus,,,S3 (2021),Blue,GNR,,,,,,
PDBRA0K010,Cardamine angulata,angled bittercress,CWHdm; CWHvh; CWHwh,S3 (2019),Blue,G5 (1988),,,,,Y,
ABPBX16030,Cardellina canadensis,Canada Warbler,BWBS; CDF; CWH,S3B (2022),Blue,G5 (2016),SC,1-T (2010),,,Y,
PMCYP03070,Carex adusta,lesser brown sedge,ICHmc; ICHmw,S2S3 (2019),Blue,G5 (2016),,,,,Y,
CEBC001011,Carex atherodes Fen - Marsh,awned sedge Fen - Marsh,BGxw1/Wm03; BGxw2/Wm03; IDFdh/Wm03; IDFdk3/Wm03; IDFdk4/Wm03; IDFdm1/Wm03; IDFdm2/Wm03; IDFxh2/Wm03; IDFxm/Wm03; IDFxx1/Wm03; IDFxx2/Wm03; PPxh2/Wm03; SBPSdc/Wm03; SBPSxc/Wm03; SBSdw1/Wm03; SBSdw2/Wm03; SBSmh/Wm03,S3 (2022),Blue,G3G5,N/A,N/A,,,Y,Y
PMCYP031Q0,Carex bicolor,two-coloured sedge,BAFA; BWBSdk; BWBSmw; BWBSvk; ESSFmv; ESSFmwp; ESSFwv; IMAun; SWBvk,S3 (2019),Blue,G5 (2016),,,,,Y,
PMCYP0F020,Carex borealipolaris,Siberian kobresia,BAFA,S3? (2019),Blue,G5 (2016),,,,,Y,
PMCYP03460,Carex eleusinoides,goosegrass sedge,BAFAun; SWBun,S3 (2019),Blue,G4G5 (1994),,,,,Y,
PMCYP035X3,Carex epapillosa,blackened sedge,ESSFxc; ESSFxcp,S1? (2021),Red,G5T5 (2015),,,,,Y,
CEBC003143,Carex exsiccata Marsh,inflated sedge Marsh,BGxw2/Wm09; CDFmm/Wm09; CWHmm1/Wm09; CWHvm2/Wm09; CWHxm1/Wm09; ESSFdc2/Wm09; ESSFdh1/Wm09; ESSFxc1/Wm09; ICHdw1/Wm09; ICHdw4/Wm09; ICHmk1/Wm09; ICHmw2/Wm09; ICHmw3/Wm09; ICHmw5/Wm09; ICHvc/Wm09; ICHwk1/Wm09; ICHwk4/Wm09; ICHxm1/Wm09; ICHxw/Wm09; ICHxwa/Wm09; MSdm1/Wm09; MSdm2/Wm09; MSxv/Wm09; SBPSxc/Wm09,S2S3 (2022),Blue,GNR,N/A,N/A,,,,
PMCYP036R0,Carex jonesii,Jones' sedge,ESSFmw,S2S3 (2019),Blue,G5 (1990),,,,,Y,
PMCYP03G50,Carex lapponica,Lapland sedge,BWBSmw,S2S3 (2019),Blue,G4G5 (2016),,,,,Y,
CEBC001013,Carex lasiocarpa / Drepanocladus aduncus,slender sedge / common hook-moss,BWBSdk/Wf05; BWBSmk/Wf05; ESSFdh1/Wf05; ESSFmh/Wf05; ICHdk/Wf05; ICHdm/Wf05; ICHdw1/Wf05; ICHdw4/Wf05; ICHmc1/Wf05; ICHmc2/Wf05; ICHmk1/Wf05; ICHmw1/Wf05; ICHmw2/Wf05; ICHmw3/Wf05; ICHmw4/Wf05; ICHmw5/Wf05; ICHvk1/Wf05; ICHwk1/Wf05; ICHwk2/Wf05; ICHxm1/Wf05; ICHxw/Wf05; IDFdk1/Wf05; IDFdk2/Wf05; IDFdk3/Wf05; IDFdk4/Wf05; IDFdk5/Wf05; IDFdm1/Wf05; IDFdm2/Wf05; IDFxc/Wf05; MSdk/Wf05; MSdk1/Wf05; MSdk2/Wf05; MSdm1/Wf05; MSdm2/Wf05; MSdm3/Wf05; MSdm3w/Wf05; MSdw/Wf05; MSxk1/Wf05; MSxk2/Wf05; SBPSdc/Wf05; SBPSmk/Wf05; SBPSxc/Wf05; SBSdk/Wf05; SBSmc2/Wf05; SBSmk1/Wf05; SBSwk1/Wf05,S3 (2010),Blue,G3,N/A,N/A,,,Y,
CEBC003021,Carex lasiocarpa - Rhynchospora alba,slender sedge - white beak-rush,CDFmm/Wf53; CWHdm/Wf53; CWHmm1/Wf53; CWHmm2/Wf53; CWHxm1/Wf53; CWHxm2/Wf53,S2 (2022),Red,G2,N/A,N/A,,South Central Coast LUO,Y,
CEBC003022,Carex limosa - Menyanthes trifoliata / Drepanocladus spp.,shore sedge - buckbean / hook-mosses,BWBSdk/Wf08; BWBSmk/Wf08; ESSFdc2/Wf08; ESSFdh1/Wf08; ESSFmw1/Wf08; ESSFwc3/Wf08; ESSFxc/Wf08; ESSFxc1/Wf08; ESSFxc2/Wf08; ESSFxc3/Wf08; ESSFxv1/Wf08; IDFdk1/Wf08; MSdc1/Wf08; MSdc3/Wf08; MSdk/Wf08; MSdm2/Wf08; MSdm3/Wf08; MSdm3w/Wf08; MSdw/Wf08; MSmw1/Wf08; MSxk/Wf08; MSxk1/Wf08; MSxk2/Wf08; MSxk3/Wf08; MSxv/Wf08; SBPSdc/Wf08; SBSdk/Wf08; SBSmc2/Wf08; SBSmk2/Wf08; SBSwk1/Wf08,S3 (2010),Blue,G3,N/A,N/A,,,Y,
CEBC003053,Carex limosa - Menyanthes trifoliata / Sphagnum spp.,shore sedge - buckbean / peat-mosses,CWHws1/Wb13; CWHws2/Wb13; ICHmc1/Wb13; ICHvc/Wb13; ICHwk2/Wb13; SBSmk1/Wb13,S3 (2014),Blue,G3,N/A,N/A,,,,
CEBC003023,Carex lyngbyei - Cicuta douglasii,Lyngbye's sedge - Douglas' water-hemlock,CWH/Em06,S2 (2022),Red,G4,N/A,N/A,,,,
CEBC003024,Carex lyngbyei Herbaceous Vegetation,Lyngbye's sedge herbaceous vegetation,CDFmm/Em05; CWH/Em05,S1 (2022),Red,GNR,N/A,N/A,,Haida Gwaii LUO,Y,
PMCYP037Z0,Carex mackenziei,Mackenzie's sedge,CWHwm,S2S3 (2019),Blue,G5 (2016),,,,,Y,
CEBC001071,Carex macrocephala Herbaceous Vegetation,large-headed sedge Herbaceous Vegetation,CDFmm/00; CWHvh1/00; CWHwh1; CWHxm1,S1S2 (2008),Red,G1G2,N/A,N/A,,Haida Gwaii LUO; South Central Coast LUO,Y,
PMCYP03A80,Carex paysonis,Payson's sedge,CMA; ESSFdkp; IMA,SH (2019),Red,G4G5 (2016),,,,,Y,
PMCYP03AA0,Carex pedunculata,peduncled sedge,ICHmw; IDFmw; PPdh,S3 (2019),Blue,G5 (2016),,,,,Y,
CEBC001014,Carex pellita - Juncus arcticus,woolly sedge - arctic rush,BGxh2/08; BGxw2/Wm12; IDFdh/Wm12; IDFdk3/Wm12; IDFdk5/Wm12; IDFdm1/Wm12; IDFdm2/Wm12; IDFxh1/Wm12; IDFxh2/Wm12; IDFxk/Wm12; IDFxm/Wm12; IDFxx1/Wm12; IDFxx2/Wm12; PPxh2/Wm12,S2 (2022),Red,GNR,N/A,N/A,,,Y,
PMCYP03CA4,Carex scopulorum var. prionophylla,saw-leaved sedge,ESSFwc; ESSFwcp,S2S3 (2022),Blue,G5T3? (1988),,,,,Y,
CEBC003025,Carex sitchensis - Oenanthe sarmentosa,Sitka sedge - Pacific water-parsley,CWHdm/Wm50; CWHvh2/Wm50; CWHvh3/Wm50; CWHwh1/Wm50; CWHwm/Wm50; CWHxm1/Wm50,S3 (2004),Blue,G3,N/A,N/A,,Haida Gwaii LUO,,
CEBC003026,Carex sitchensis / Sphagnum spp.,Sitka sedge / peat-mosses,CWHvh2/Wf51; CWHvh3/Wf51; CWHvm1/Wf51; CWHvm2/Wf51; CWHwh1/Wf51; CWHwm/Wf51; CWHws2/Wf51; ICHvc/Wf51; ICHwc/Wf51; MHmm1/Wf51,S2 (2014),Red,G2,N/A,N/A,,Central and North Coast LUO; Haida Gwaii LUO; South Central Coast LUO,,
PMCYP03CT0,Carex sprengelii,Sprengel's sedge,IDFxm; SBSmh,S3 (2019),Blue,G5 (2016),,,,,Y,
PMCYP03DT0,Carex torreyi,Torrey's sedge,BWBSmw,S3? (2019),Blue,G4G5 (2016),,,,,Y,
PMCYP03EX0,Carex xerantica,dry-land sedge,BWBSmw; IDFdm; MSxk; MSxv; SBPSxc,S3 (2019),Blue,G5 (2016),,,,,Y,
IILEP42011,Carterocephalus mandan,Arctic Skipper,BWBS,S2? (2021),Red,G5 (2024),,,,,Y,
IMGAS07060,Carychium occidentale,Western Thorn,CDF; CWH,S3 (2015),Blue,G3G4 (2002),,,,,,
IILEG5R030,Caryocolum pullatella,A Twirler Moth,,S3S4 (2020),Blue,GNR,,,,,,
PDSCR0D401,Castilleja ambigua var. ambigua,estuarine paintbrush,CWHvh; CWHvm; CWHxm,S3 (2019),Blue,G5T5 (2015),,,,,Y,
PDSCR0D0Q0,Castilleja cusickii,Cusick's paintbrush,IDFdk; IDFun; IDFxh; MSdk,S3 (2022),Blue,G4G5 (1992),,,,,Y,
PDSCR0D1B0,Castilleja hyperborea,northern paintbrush,BAFA; CMA; SWBun; SWBuns; SWBvk,S3 (2019),Blue,G5 (2013),,,,,Y,
PDSCR0D1S0,Castilleja levisecta,golden paintbrush,CDFmm,S1 (2019),Red,G2 (2020),E,1-E (2003),,,Y,
PDSCR0D221,Castilleja minor var. exilis,annual paintbrush,BGxh; IDFdm,S2 (2015),Red,G5T5 (1995),,,,,Y,Y
PDSCR0D3U0,Castilleja pallida var. caudata,pale greenish paintbrush,BAFAun,S3? (2019),Blue,G5 (2016),,,,,Y,
PDSCR0D2U0,Castilleja rupicola,cliff paintbrush,CMA; IMA; MSdm,S3 (2022),Blue,G3G4 (2006),T,1-T (2006),,,Y,
PDSCR0D440,Castilleja tenuis,hairy paintbrush,ICHdw,S1 (2019),Red,G5 (2025),E,1-E (2023),,,,
PDSCR0D4E0,Castilleja victoriae,Victoria's owl-clover,CDFmm,S1 (2019),Red,G1 (2016),E,1-E (2012),,,Y,
IISIP12080,Catallagia sculleni,A Flea,,S3S4 (2020),Blue,GNR,,,,,,
ABPBG04010,Catherpes mexicanus,Canyon Wren,BG; ICH; IDF; PP,S3 (2024),Blue,G5 (2016),NAR,,,,Y,Y
IILEY89310,Catocala aholibah,,,S2 (2020),Red,G5 (2002),,,,,,
NLT0007690,Catolechia wahlenbergii,tundra lemon,CMAunp; CWHwh,S2S3 (2019),Blue,G3G5 (2025),,,,,,
AFCJC02310,Catostomus bondi,Cordilleran Sucker,BG; CWH; IDF; PP,S3? (2019),Blue,GNR,T,,,,Y,Y
AFCJC02260,Catostomus sp. 4,Salish Sucker,CWH,S2 (2019),Red,G1 (2011),E,1-T (2005),,,Y,
IILEE0E050,Cauchas simpliciella,,,S3S5 (2020),Blue,GNR,,,,,,
CEBC003146,Ceanothus velutinus - Danthonia spicata,snowbrush - poverty oatgrass,ICHxwa/Gb06,S1 (2023),Red,GNR,N/A,N/A,,,,
ABNLC12010,Centrocercus urophasianus,Greater Sage-Grouse,BG,SX (2022),Red,G3G4 (2016),XT,1-XT (2003),,,,
PMORC0F010,Cephalanthera austiniae,phantom orchid,CDFmm; CWHdm; CWHxm,S2 (2019),Red,G4 (2025),E,1-E (2019),,,Y,
NBHEP0Q0F0,Cephaloziella phyllacantha,,,S2S3 (2021),Blue,G2G3 (2018),,,,,,
NBHEP0Q0W0,Cephaloziella rubella,,,S3 (2021),Blue,GNR,,,,,,
NFAMY04010,Ceraceomyces borealis,,,S2S3 (2021),Blue,GNR,,,,,,
PDCAR060E0,Cerastium fischerianum,Fischer's chickweed,BAFA; CMA; CWHvh; CWHwh; MHwh,S3 (2019),Blue,G4 (2016),,,,,Y,
IISIP140J0,Ceratophyllus styx,A Flea,,S2S4 (2020),Blue,GNR,,,,,,
IILEPN701G,Cercyonis pegala incana,"Common Wood-nymph, incana subspecies",CDF; CWH,S2? (2021),Red,G5T4T5 (2003),,,,,Y,
IILEPN7012,Cercyonis pegala nephele,"Common Wood-nymph, nephele subspecies",BWBS,S2S3 (2021),Blue,G5T5 (2016),,,,,Y,
NFPOL0X010,Cerioporus mollis,,,S2S3 (2021),Blue,GNR,,,,,,
NFFUNPOVA1,Cerioporus varius,,,S3 (2021),Blue,G5 (2015),,,,,,
AMALC01013,Cervus elaphus roosevelti,Roosevelt Elk,CWH; MH,S3S4 (2017),Blue,G5T4 (2016),,,,,,
IILER20010,Chalcoela iphitalis,Sooty-winged Chalcoela Moth,,S2S4 (2020),Blue,GNR,,,,,,
NFSM000021,Chamonixia caespitosa,,,S2S3 (2021),Blue,G5 (2013),,,,,,
ABNNB03090,Charadrius vociferus,Killdeer,BG; BWBS; CDF; CWH; ESSF; ICH; IDF; MS; PP; SBPS; SBS; SWB,S3S5B (2022),Blue,G5 (2016),,,,,,
NFPEZ0X010,Cheilymenia fimicola,,,S2S4 (2021),Blue,GNR,,,,,,
IILEY3Z020,Chelis brucei,Bruce's Tiger Moth,,S3S4 (2020),Blue,G4 (2002),,,,,,
IILEYNA010,Chelis sordida,Sordid Tiger Moth,,S3 (2020),Blue,G3G4 (2017),,,,,,
PDCAR0G020,Cherleria arctica,Arctic sandwort,BAFA,S2S3 (2022),Blue,G4G5 (2016),,,,,Y,
IILEG5X020,Chionodes abella,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X060,Chionodes agriodes,A Twirler Moth,,S3? (2020),Blue,GNR,,,,,,
IILEG5X750,Chionodes boreas,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X370,Chionodes lugubrella,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X950,Chionodes metoecus,a twirler moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X440,Chionodes nigrobarbata,A Twirler Moth,,S2S3 (2020),Blue,GNR,,,,,,
IILEG5X520,Chionodes periculella,a twirler moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X540,Chionodes petalumensis,a twirler moth,,S2? (2020),Red,GNR,,,,,,
IILEG5X580,Chionodes psiloptera,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X600,Chionodes sabinianae,a twirler moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X610,Chionodes salicella,A Twirler Moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEG5X820,Chionodes sattleri,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5X640,Chionodes terminimaculella,A Twirler Moth,,S2S4 (2020),Blue,GNR,,,,,,
IILEG5X670,Chionodes trichostola,,,S2? (2020),Red,GNR,,,,,,
ABNNM10020,Chlidonias niger,Black Tern,BG; BWBS; CDF; CWH; ESSF; ICH; IDF; MS; PP; SBPS; SBS,S2S4B (2023),Blue,G4G5 (2016),NAR,,,,,
NFHEL0A010,Chlorociboria aeruginosa,,,S3 (2021),Blue,GNR,,,,,,
NFFUNCHAG1,Chlorophyllum agaricoides,,,S2S4 (2021),Blue,GNR,,,,,,
NFFUN2J010,Chloroscypha flavida,,,S2? (2021),Red,G3 (2006),,,,,,
